"url","Title","Place","DescSnip","Photo","Photo_alt","AllData","SubVals","SubTitles","Status","LinkURLs","LinkURLs_link"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","822 Schuster Avenue","Kalamazoo, Michigan","Quality office/warehouse facility located close to downtown and I-94 Business Loop. Two separate warehouses with 16' ceilings and floor drains...","http://x.lnimg.com/photo/thumb_288/631911eeb7544e2997dec6e655be39f8.jpg","822 Schuster Avenue","822 Schuster Avenue
Kalamazoo, Michigan
Quality office/warehouse facility located close to downtown and I-94 Business Loop. Two separate warehouses with 16' ceilings and floor drains...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$495,000
29,297 SF
N/A
Industrial
Warehouse","Active
$495,000
29,297 SF
N/A
Industrial
Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","822 Schuster Avenue","http://www.loopnet.com/Listing/18669093/822-Schuster-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","6677 Beatrice Dr","Kalamazoo, Michigan","Clean and secure building located on I-94 in Kalamazoo offering freezer and refrigerated cooler space. Facility is one exit from the I-94 and...","http://x.lnimg.com/photo/thumb_288/c0bed4eff76447d199df2277304b5010.jpg","6677 Beatrice Dr","6677 Beatrice Dr
Kalamazoo, Michigan
Clean and secure building located on I-94 in Kalamazoo offering freezer and refrigerated cooler space. Facility is one exit from the I-94 and...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$3.95 - $6.95
37,750 - 90,900 SF
90,900 SF
Industrial
Refrigerated/Cold Storage","Active
2
$3.95 - $6.95
37,750 - 90,900 SF
90,900 SF
Industrial
Refrigerated/Cold Storage","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6677 Beatrice Dr","http://www.loopnet.com/Listing/18626234/6677-Beatrice-Dr-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","6101 West Main Street","Kalamazoo, Michigan","21 Acres suitable for condo a development project in Oshtemo, Michigan. Heavily wooded for privacy and adjacent to existing residential...","http://x.lnimg.com/photo/thumb_288/784950826b1645678387c89b9e7fe003.jpg","6101 West Main Street","6101 West Main Street
Kalamazoo, Michigan
21 Acres suitable for condo a development project in Oshtemo, Michigan. Heavily wooded for privacy and adjacent to existing residential...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$299,900
21.00 Acres
Land
Residential (land)","Active
$299,900
21.00 Acres
Land
Residential (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","6101 West Main Street","http://www.loopnet.com/Listing/18550515/6101-West-Main-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","3600 E. Cork Street","Kalamazoo, Michigan","Former Volvo Truck Sales and Repair site. Additional acreage available up to 8 acres with visibility to I-94. Very functional building with (6)...","http://x.lnimg.com/photo/thumb_288/aa57df18dd7d4a94afefe4b1d56122fe.jpg","3600 E. Cork Street","3600 E. Cork Street
Kalamazoo, Michigan
Former Volvo Truck Sales and Repair site. Additional acreage available up to 8 acres with visibility to I-94. Very functional building with (6)...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$395,000
12,206 SF
N/A
Industrial
Warehouse","Active
$395,000
12,206 SF
N/A
Industrial
Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3600 E. Cork Street","http://www.loopnet.com/Listing/18516772/3600-E-Cork-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","8079 - 8011 Vineyard Parkway","Kalamazoo, Michigan","For Sale: Economical building site condos in Texas Corners. Sites are priced from $39,800 to $67,840 each. Developer will Build to Suit for sale...","http://x.lnimg.com/photo/thumb_288/855275421b014f3ea686ce662b0baa24.jpg","8079 - 8011 Vineyard Parkway","8079 - 8011 Vineyard Parkway
Kalamazoo, Michigan
For Sale: Economical building site condos in Texas Corners. Sites are priced from $39,800 to $67,840 each. Developer will Build to Suit for sale...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$39,800 - $67,840
2.29 Acres
Land
Commercial/Other (land)","Active
$39,800 - $67,840
2.29 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","8079 - 8011 Vineyard Parkway","http://www.loopnet.com/Listing/18405423/8079-8011-Vineyard-Parkway-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","3765 Sky King Blvd","Kalamazoo, Michigan","Sky King Industrial park. Fully leased. Very nice office space with 'finished' service/industrial space. Nice investment.","http://x.lnimg.com/photo/thumb_288/4a2440c569e242c9b3f6752a2d1e6665.jpg","3765 Sky King Blvd","3765 Sky King Blvd
Kalamazoo, Michigan
Sky King Industrial park. Fully leased. Very nice office space with 'finished' service/industrial space. Nice investment.
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$645,000
9,800 SF
N/A
Industrial
Industrial-Business Park","Active
$645,000
9,800 SF
N/A
Industrial
Industrial-Business Park","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3765 Sky King Blvd","http://www.loopnet.com/Listing/18371573/3765-Sky-King-Blvd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","5570 & 5560 Gull Road","Kalamazoo, Michigan","Bowling Center boasts 32 lanes of bowling and is situated on the corner of the busy intersection of Gull Rd and Sprinkle Rd. Automatic scoring...","http://x.lnimg.com/photo/thumb_288/4c5cc4cb33454e6f97be8768756cd11b.jpg","5570 & 5560 Gull Road","5570 & 5560 Gull Road
Kalamazoo, Michigan
Bowling Center boasts 32 lanes of bowling and is situated on the corner of the busy intersection of Gull Rd and Sprinkle Rd. Automatic scoring...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,200,000
34,324 SF
N/A
Retail
Retail (Other)","Active
$1,200,000
34,324 SF
N/A
Retail
Retail (Other)","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","5570 & 5560 Gull Road","http://www.loopnet.com/Listing/18364494/5570-5560-Gull-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","6938 Elm Valley Drive","Kalamazoo, Michigan","This is a state-of-the-art office and technical center. Computer center with 60-tons of air conditioning. Digital phone system, Identipass access...","http://x.lnimg.com/photo/thumb_288/a866295f22d544749a7d74dc2d546b29.jpg","6938 Elm Valley Drive","6938 Elm Valley Drive
Kalamazoo, Michigan
This is a state-of-the-art office and technical center. Computer center with 60-tons of air conditioning. Digital phone system, Identipass access...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
4
$7.00 - $15.00
9,558 - 30,000 SF
170,000 SF
Office
Office Building","Active
4
$7.00 - $15.00
9,558 - 30,000 SF
170,000 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6938 Elm Valley Drive","http://www.loopnet.com/Listing/16844317/6938-Elm-Valley-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","7200 Stadium Drive","Kalamazoo, Michigan","This Class A Office Development is priced to sell at $14,000/Acre. Join other Class A Office users such as Spine PT, Prein Newhof and Jansen,...","http://x.lnimg.com/photo/thumb_288/8ef032ff041247a4acfd32e8ed27849c.jpg","7200 Stadium Drive","7200 Stadium Drive
Kalamazoo, Michigan
This Class A Office Development is priced to sell at $14,000/Acre. Join other Class A Office users such as Spine PT, Prein Newhof and Jansen,...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$450,000
32.00 Acres
Land
Commercial/Other (land)","Active
$450,000
32.00 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","7200 Stadium Drive","http://www.loopnet.com/Listing/18322920/7200-Stadium-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","2500 A Nazareth Road","Kalamazoo, Michigan","Great .4 acre development parcel just off Gull Road on Nazareth, next to Chicken Coop it has excellent visibility from Gull. Flat with utilities...","http://x.lnimg.com/photo/thumb_288/a3faeca2f51e4b4da38904929d3904d4.jpg","2500 A Nazareth Road","2500 A Nazareth Road
Kalamazoo, Michigan
Great .4 acre development parcel just off Gull Road on Nazareth, next to Chicken Coop it has excellent visibility from Gull. Flat with utilities...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$39,900
0.40 Acres
Land
Retail (land)","Active
$39,900
0.40 Acres
Land
Retail (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","2500 A Nazareth Road","http://www.loopnet.com/Listing/18246913/2500-A-Nazareth-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","220 E. North Street","Kalamazoo, Michigan","Privately held commercially zoned lots of approximately a quarter of an acre. Could be part of a larger land assemblage or sold on its own.Tax...","http://x.lnimg.com/photo/thumb_288/6029568412824c7cbb1650b86ad425f9.jpg","220 E. North Street","220 E. North Street
Kalamazoo, Michigan
Privately held commercially zoned lots of approximately a quarter of an acre. Could be part of a larger land assemblage or sold on its own.Tax...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$35,000
0.24 Acres
Land
Commercial/Other (land)","Active
$35,000
0.24 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","220 E. North Street","http://www.loopnet.com/Listing/18229473/220-E-North-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/9/","100 E. North Street","Kalamazoo, Michigan","10 parcels available for sale in the Downtown Kalamazoo's most logical immediate path of growth. It is the largest possible land and building...","http://x.lnimg.com/photo/thumb_288/2caa5b85748e4bb7a2445d487216a035.jpg","100 E. North Street","100 E. North Street
Kalamazoo, Michigan
10 parcels available for sale in the Downtown Kalamazoo's most logical immediate path of growth. It is the largest possible land and building...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$625,000
20,883 SF
N/A
Industrial
Warehouse","Active
$625,000
20,883 SF
N/A
Industrial
Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","100 E. North Street","http://www.loopnet.com/Listing/18139376/100-E-North-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","431 E South St","Kalamazoo, Michigan","Up to 5,146 SF of commercial space available in the heart of Downtown Kalamazoo's Entertainment District. Unique 'Church Style' architecture...","http://x.lnimg.com/photo/thumb_288/edc01061f02e4e8cb29f20f55d71a603.jpg","431 E South St","431 E South St
Kalamazoo, Michigan
Up to 5,146 SF of commercial space available in the heart of Downtown Kalamazoo's Entertainment District. Unique 'Church Style' architecture...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$11.50
2,573 - 5,146 SF
5,146 SF
Retail
Free Standing Bldg","Active
2
$11.50
2,573 - 5,146 SF
5,146 SF
Retail
Free Standing Bldg","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","431 E South St","http://www.loopnet.com/Listing/20148715/431-E-South-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","157 S Kalamazoo Mall","Kalamazoo, Michigan","Mall Plaza downtown Kalamazoo. Multi Use Building in the most desirable location downtown. Private parking spaces available in the building.","http://x.lnimg.com/photo/thumb_288/edc010612fcd47cb90ca6703ed73ea58.jpg","157 S Kalamazoo Mall","157 S Kalamazoo Mall
Kalamazoo, Michigan
Mall Plaza downtown Kalamazoo. Multi Use Building in the most desirable location downtown. Private parking spaces available in the building.
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
3
$8.00 - $22.00
1,180 - 1,500 SF
52,000 SF
Retail
Street Retail","Active
3
$8.00 - $22.00
1,180 - 1,500 SF
52,000 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","157 S Kalamazoo Mall","http://www.loopnet.com/Listing/20203882/157-S-Kalamazoo-Mall-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","4798 Campus Drive","Kalamazoo, Michigan","AVAILABLE FOR LEASE Class A, LEED-certified building on Kalamazoo' s west side. 1,778 SF office suite available Landlord will finish to...","http://x.lnimg.com/photo/thumb_288/60f000fcccc24e63bcee6234c286a87c.jpg","4798 Campus Drive","4798 Campus Drive
Kalamazoo, Michigan
AVAILABLE FOR LEASE Class A, LEED-certified building on Kalamazoo' s west side. 1,778 SF office suite available Landlord will finish to...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$15.50
1,778 - 5,457 SF
10,797 SF
Office
Office Building","Active
2
$15.50
1,778 - 5,457 SF
10,797 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","4798 Campus Drive","http://www.loopnet.com/Listing/20183637/4798-Campus-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","825 Portage Street","Kalamazoo, Michigan","REDEVELOPMENT OPPORTUNITY Highly visible, 1.375-acre site located just south of downtown Kalamazoo. Situated on the busy, lighted SE corner of...","http://x.lnimg.com/photo/thumb_288/35d0a27586154aaea2d9b613c5a6fc84.jpg","825 Portage Street","825 Portage Street
Kalamazoo, Michigan
REDEVELOPMENT OPPORTUNITY Highly visible, 1.375-acre site located just south of downtown Kalamazoo. Situated on the busy, lighted SE corner of...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$387,000
1.38 Acres
Land
Retail (land)","Active
$387,000
1.38 Acres
Land
Retail (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","825 Portage Street","http://www.loopnet.com/Listing/20175145/825-Portage-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","3330 Stadium Drive","Kalamazoo, Michigan","Stadium Shoppes is a busy retail center with an excellent tenant mix. This center offers ample parking and prominent building and pylon signage...","http://x.lnimg.com/photo/thumb_288/a07e45cb9c014924b8103f7c8196c4b0.jpg","3330 Stadium Drive","3330 Stadium Drive
Kalamazoo, Michigan
Stadium Shoppes is a busy retail center with an excellent tenant mix. This center offers ample parking and prominent building and pylon signage...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$18.00
1,701 - 1,753 SF
46,393 SF
Retail
Strip Center","Active
2
$18.00
1,701 - 1,753 SF
46,393 SF
Retail
Strip Center","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","3330 Stadium Drive","http://www.loopnet.com/Listing/18986849/3330-Stadium-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","1986 Sprinkle Road","Kalamazoo, Michigan","AVAILABLE FOR SALE Approx. 6,508 SF industrial building on 0.67-acre parcel on the busy Sprinkle Road/I-94 Business Loop commercial corridor in...","http://x.lnimg.com/photo/thumb_288/103bf1ee7a234bc19c3a95400fbc1699.jpg","1986 Sprinkle Road","1986 Sprinkle Road
Kalamazoo, Michigan
AVAILABLE FOR SALE Approx. 6,508 SF industrial building on 0.67-acre parcel on the busy Sprinkle Road/I-94 Business Loop commercial corridor in...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$269,000
6,508 SF
N/A
Industrial
Office Showroom","Active
$269,000
6,508 SF
N/A
Industrial
Office Showroom","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","1986 Sprinkle Road","http://www.loopnet.com/Listing/20137751/1986-Sprinkle-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","VL Beatrice Dr","Kalamazoo, Michigan","Vacant land sites now available for purchase in the highly desirable Corporate Woods office service/industrial development located just off...","http://x.lnimg.com/photo/thumb_288/b5d2baf524524847b2ca2713a2b423c2.jpg","VL Beatrice Dr","VL Beatrice Dr
Kalamazoo, Michigan
Vacant land sites now available for purchase in the highly desirable Corporate Woods office service/industrial development located just off...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$2,827,500
37.70 Acres
Land
Commercial/Other (land)","Active
$2,827,500
37.70 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","VL Beatrice Dr","http://www.loopnet.com/Listing/20135332/VL-Beatrice-Dr-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","2504 S Sprinkle Rd","Kalamazoo, Michigan","AVAILABLE FOR LEASE Approx. 3,500 SF retail suite on Sprinkle Road in Kalamazoo. Landlord will build-to-suit for Tenant, which may include...","http://x.lnimg.com/photo/thumb_288/9c71093f0ac54f55905a29cf0e59b8dc.jpg","2504 S Sprinkle Rd","2504 S Sprinkle Rd
Kalamazoo, Michigan
AVAILABLE FOR LEASE Approx. 3,500 SF retail suite on Sprinkle Road in Kalamazoo. Landlord will build-to-suit for Tenant, which may include...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$10.00
3,500 SF
11,952 SF
Retail
Free Standing Bldg","Active
1
$10.00
3,500 SF
11,952 SF
Retail
Free Standing Bldg","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","2504 S Sprinkle Rd","http://www.loopnet.com/Listing/20128045/2504-S-Sprinkle-Rd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","7234 Bentwood Trail","Kalamazoo, Michigan","Spectacular lake lot on Crooked Lake Texas Township. Lot is surrounded by homes valued over $1 million dollars. Lot is located in the beautiful...","http://x.lnimg.com/photo/thumb_288/298156ccdda2451cae937aa7a6b0b885.jpg","7234 Bentwood Trail","7234 Bentwood Trail
Kalamazoo, Michigan
Spectacular lake lot on Crooked Lake Texas Township. Lot is surrounded by homes valued over $1 million dollars. Lot is located in the beautiful...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$320,000
0.60 Acres
Land
Residential (land)","Active
$320,000
0.60 Acres
Land
Residential (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","7234 Bentwood Trail","http://www.loopnet.com/Listing/20111922/7234-Bentwood-Trail-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","3000 S 11th St","Kalamazoo, Michigan","2 acres located just off US-131. Currently a Residence that could be modified for office use with a charming carriage house in back. Many...","http://x.lnimg.com/photo/thumb_288/edc01061470a487e8e71cbc34dd3c92b.jpg","3000 S 11th St","3000 S 11th St
Kalamazoo, Michigan
2 acres located just off US-131. Currently a Residence that could be modified for office use with a charming carriage house in back. Many...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$269,900
1,500 SF
N/A
Office
Office Building","Active
$269,900
1,500 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3000 S 11th St","http://www.loopnet.com/Listing/20111916/3000-S-11th-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","678 Maple Hill Drive","Kalamazoo, Michigan","West Main Place is a bi-level retail and office center located on the West Main Street retail corridor. It is currently filled with a great mix of...","http://x.lnimg.com/photo/thumb_288/11dafbcc1cc84bbdbfd5692cc0e08428.jpg","678 Maple Hill Drive","678 Maple Hill Drive
Kalamazoo, Michigan
West Main Place is a bi-level retail and office center located on the West Main Street retail corridor. It is currently filled with a great mix of...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
9
$12.00
786 - 1,886 SF
20,354 SF
Retail
Strip Center","Active
9
$12.00
786 - 1,886 SF
20,354 SF
Retail
Strip Center","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","678 Maple Hill Drive","http://www.loopnet.com/Listing/20093266/678-Maple-Hill-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","621 Portage St","Kalamazoo, Michigan","AVAILABLE FOR SALE This former Hoekstra' s Hardware property offers multiple buildings with approx. 15,900 SF of retail/storage space on a...","http://x.lnimg.com/photo/thumb_288/b950d4caab0646d591bac02f03b904cb.jpg","621 Portage St","621 Portage St
Kalamazoo, Michigan
AVAILABLE FOR SALE This former Hoekstra' s Hardware property offers multiple buildings with approx. 15,900 SF of retail/storage space on a...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$342,000
15,900 SF
N/A
Retail
Free Standing Bldg","Active
$342,000
15,900 SF
N/A
Retail
Free Standing Bldg","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","621 Portage St","http://www.loopnet.com/Listing/20074395/621-Portage-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","3029 Oakland Dr","Kalamazoo, Michigan","For sale: former PNC branch located on Oakland Drive in Kalamazoo Nice all brick building adjacent to Oakwood Plaza 1,652 SF situated on .26 acres...","http://x.lnimg.com/photo/thumb_288/41bafad1cd95439bae205905ed0125b0.jpg","3029 Oakland Dr","3029 Oakland Dr
Kalamazoo, Michigan
For sale: former PNC branch located on Oakland Drive in Kalamazoo Nice all brick building adjacent to Oakwood Plaza 1,652 SF situated on .26 acres...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$175,000
1,652 SF
N/A
Office
Institutional/Governmental","Active
$175,000
1,652 SF
N/A
Office
Institutional/Governmental","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3029 Oakland Dr","http://www.loopnet.com/Listing/20061716/3029-Oakland-Dr-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","729 Academy St","Kalamazoo, Michigan","AVAILABLE FOR LEASE Individual, private executive offices and designed-to-suit 1,950 SF professional office suite located in a beautifully...","http://x.lnimg.com/photo/thumb_288/e2eb2a2725414d91a3589a7bcb96f202.jpg","729 Academy St","729 Academy St
Kalamazoo, Michigan
AVAILABLE FOR LEASE Individual, private executive offices and designed-to-suit 1,950 SF professional office suite located in a beautifully...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
3
$14.00 - $24.00
250 - 1,950 SF
3,950 SF
Office
Office Building","Active
3
$14.00 - $24.00
250 - 1,950 SF
3,950 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","729 Academy St","http://www.loopnet.com/Listing/20052274/729-Academy-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","6376 Quail Run Dr","Kalamazoo, Michigan","Office building located in a beautifully wooded setting just off 9th Street in Kalamazoo. Only minutes from I-94 and Us-131. Building is well...","http://x.lnimg.com/photo/thumb_288/65e42f5dce6541b29ba2ed5e2af04b56.jpg","6376 Quail Run Dr","6376 Quail Run Dr
Kalamazoo, Michigan
Office building located in a beautifully wooded setting just off 9th Street in Kalamazoo. Only minutes from I-94 and Us-131. Building is well...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$278,640
4,644 SF
N/A
Office
Office Building","Active
$278,640
4,644 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","6376 Quail Run Dr","http://www.loopnet.com/Listing/20037267/6376-Quail-Run-Dr-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","7040 Stadium Dr","Kalamazoo, Michigan","This all-brick, Class A office building, is located on Stadium Drive in Kalamazoo, Michigan. An elevator provides ADA compliant access to the...","http://x.lnimg.com/photo/thumb_288/62a2a1f475a942e798792c2f953f5310.jpg","7040 Stadium Dr","7040 Stadium Dr
Kalamazoo, Michigan
This all-brick, Class A office building, is located on Stadium Drive in Kalamazoo, Michigan. An elevator provides ADA compliant access to the...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$1,400,000
19,456 SF
N/A
Office
Office Building","Active
$1,400,000
19,456 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","7040 Stadium Dr","http://www.loopnet.com/Listing/20021711/7040-Stadium-Dr-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","2012 E. Cork Street","Kalamazoo, Michigan","Investment opportunity. NNN Family Dollar lease in prime retail area of Kalamazoo. Just extend for additional 8 year term. $57,000 NOI, and a...","http://x.lnimg.com/photo/thumb_288/b353acc3c6604524bc10bed797362961.jpg","2012 E. Cork Street","2012 E. Cork Street
Kalamazoo, Michigan
Investment opportunity. NNN Family Dollar lease in prime retail area of Kalamazoo. Just extend for additional 8 year term. $57,000 NOI, and a...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$750,000
8,000 SF
7.75%
Retail
Strip Center","Active
$750,000
8,000 SF
7.75%
Retail
Strip Center","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2012 E. Cork Street","http://www.loopnet.com/Listing/20019920/2012-E-Cork-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/","412 Howard Street","Kalamazoo, Michigan","Redevelopment site with limitless potential. All Kalamazoo thoroughfares seem to lead to this site in the absolute center of the county. ...","http://x.lnimg.com/photo/thumb_288/c8d410aac458422599b0155e51f5e1ea.jpg","412 Howard Street","412 Howard Street
Kalamazoo, Michigan
Redevelopment site with limitless potential. All Kalamazoo thoroughfares seem to lead to this site in the absolute center of the county. ...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
10
$10.00 - $17.00
1,600 - 59,148 SF
59,148 SF
Retail
Street Retail","Active
10
$10.00 - $17.00
1,600 - 59,148 SF
59,148 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","412 Howard Street","http://www.loopnet.com/Listing/19988402/412-Howard-Street-Kalamazoo-MI/"
